"","num","text"
"166929",166929,". SLAMS Loudoun County School Board: “You are predators. I can see why you try to stop us from speaking, you know that your ideas are indefensible. You silence the opposing side because you have no argument.” "
"105490",105490,"Loudoun school board member behind ""anti-racist parents"" mob resigns, superintendent admits to problems I flagged yesterday, saying ""lack of oversight that existed prior to my tenure also contributed to errors in our state reporting regarding disciplinary incidents in schools."""
"69841",69841,"Parents demand entire Loudoun County School Board to RESIGN amid sexual assault coverup
"
"127502",127502,"      If there's no justice, slow investigation, multiple offenses, he should have been at the Sheriff's office, the ones doing the investigation. School board couldn't legally talk about it, juveniles are protected under the law. I'm a court reporter. Facts &amp; records. It will come out"
"169370",169370,"Tonight, I spoke before the Loudoun County School Board. 

I was number 56 out of 70 in-person speakers. The majority were against mask mandates &amp; for parental choice in education. 

Ended my speech by saying that I support cameras in classrooms.

Waiting for video."
"119218",119218,"Loudoun County School Board was arresting parents while protecting a child rapist"
"192089",192089,"“It’s absurd and immoral for teachers to call boys ‘girls’ and girls ‘boys,’”  told the Loudoun County School Board before members ended public comment and left the meeting. via   "
"120712",120712,"NEW: A Loudoun County school board member just announced their resignation."
"187721",187721,"The school board of Virginia's wealthy Loudoun County had planned to hold a routine meeting to close out the school year. 

Instead, it was pandemonium  1/5 "
"59029",59029," I can’t believe you support the Loudoun county school board who covered up rape, simply sent the rapist to another school to do it again and had the father of a victim assaulted at a board meeting.  They all need to resign and be in jail along with the Fairfax school board pedos."
"184846",184846,"A massive parent protest occurred in Virginia on Tuesday. Loudoun County School Board is debating a new transgender policy.
Full video:  
Sign up now to get censorship-free news. 👉    "
"3494",3494,"“They can point the fingers at policies and systems but systems don't make decisions, people make decisions.” -  on  "
"187432",187432,"BREAKING: Loudoun County Superintendent Reaffirms School Board's Progressive Push in Email Response via  
"
"214949",214949,"Massive amounts of loudouncounty parents signing petitions to recall the Loudoun County School Board. We are going to stop the infection of criticalracetheory in our schools!"
"64159",64159,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"40218",40218,"Loudoun County students walk out to voice support for victims after the school board was accused of covering up sexual assault "
"158594",158594,"Loudoun County VA father who was dragged out of woke school board meeting and arrested was trying to tell other parents his daughter was raped by a boy 'in a skirt' in the girls' bathroom and that staff ignored it 

Dragged from meeting!!!
 "
"141656",141656,"Tonight, I spoke before the Loudoun County School Board. 

I was number 56 out of 70 in-person speakers. The majority were against mask mandates &amp; for parental choice in education. 

Ended my speech by saying that I support cameras in classrooms.

Waiting for video."
"102480",102480,"Wild clip: Chip Roy asks Garland whether the FBI or DOJ is investigating the Loudoun County School Board. Garland says he doesn't know. Chip Roy asks if Garland would be bothered if Garland's daughter was raped and someone said it didn't happen. Garland evades. "
"212208",212208,"A Fairfax teacher pushed back at Loudoun School Board about her mask and also she said parents should not be afraid to speak out. We work to shape the next American Patriots. Students, up to you to either be the next victims or victors. (Standing ovation)  "
"125106",125106,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"177283",177283,"What did the radical Loudoun school board do when parents got in the way of their political agenda? Changed the rules to shut out &amp; silence the very people they are supposed to serve.

We have to bring people together, not lock them outside. "
"136432",136432,"A woman who says she's a Loudoun County teacher just broke into tears addressing the school board saying she would not honor the transgender pronoun policy because of her faith and she told the board she was quitting her job, right there on the spot.   "
"53019",53019,"Rarely saw the essential context in the stories about mad white Loudoun County parents how an in-depth investigation in 2019 found a hostile learning environment for students of color because of a perception there are no consequences for hate  "
"165815",165815,". became a resident of Loudoun County this morning just to rip apart the school board for indoctrinating school children.  "
"115677",115677,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"88346",88346,"MumsieCulpepper joins Loudoun County School Board"
"140380",140380,"Do you know what wasn't covered by ABC, CBS, and NBC tonight? The Loudoun County School Board allegedly covering up the rape of a 14-year-old girl to pass a transgender bathroom policy: "
"76682",76682,"Loudoun dad calmly told the school board to resign tonight and “end the mockery you have brought on this great county” "
"113789",113789,"Loudoun Co. (northern VA) parent advocacy group, Fight for Children, is asking for superintendent to resign aft sexual assaults rept’d.  A “boy” wearing a skirt in girls RR…
One school Bd member is in recall process w/more coming👊🏻
 "
"202657",202657,"The Loudoun County sheriff’s office declared the school board meeting an unlawful assembly. Everyone told to get out or will be trespassing. Two arrests made CriticalRaceTheory "
"715",715,"Call to action!!!
***Please email the school board regarding virtual comment***, template below if you'd like to use:

I am very concerned about the removal of virtual comment from the options available to stakeholders at yesterday’s LCPS school board meeting. The ability of 1/4"
"172855",172855,"BREAKING - The Loudoun School Board votes to pass a measure that would expand the rights of transgender students in the county’s schools: "
"161959",161959,"This teacher is a real life profile in courage. Our country desperately needs more people with her bravery to stand up to the woke mob.

The pro-CRT Loudoun County School Board on the other hand is an absolute disgrace!!!

"
"172480",172480,"Despite parent and teacher pushback, the Loudoun County school board passes policy on pronouns. "
"214077",214077,"Virginia parents blast school board over graphic books, critical race theory: 'Pretty despicable'  FoxNews"
"11063",11063,"Youngkin’s Day 1 Executive Orders, per his office, include:

- Ban CRT

- parents decide if kids wear masks in school 

- declare VA open for business 

- end vax mandate for state employees 

- investigate Loudoun County

- fire parole board 

- leave green house gas initiative"
"28946",28946,"BREAKING: A Loudoun County Circuit Judge has ruled in favor of parents, enjoining the school board’s mandatory mask policy citing “irreparable harm” to students. The judge also ruled that LCPS must allow parents to opt their kids out of mask mandates IMMEDIATELY."
"150531",150531,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"121502",121502,"Loudoun County School Board was arresting parents while protecting a child rapist"
"81528",81528,"Impressive!  8th grader admonishes corrupt Loudoun Co school board.
Future activist! "
"112608",112608,"  I certainly don’t condone violence for any reason, by any group. However, you need to familiarize yourself with the current happenings of the Loudoun County, VA school board. Parents should not be silenced or considered “domestic terrorists”. Parents need to protect their kids."
"170713",170713,"Loudoun County Public Schools failed to convince the Virginia Supreme Court that it had the right to suspend a teacher - and ban him from school board meetings - for publicly speaking against a proposed transgender pronoun mandate.

JustTheNews 

"
"95262",95262,"Superintendent in Virginia’s Loudoun Co alerted school board day of assault in gender fluid bathroom | Just The News "
"199889",199889,"Silencing speech is how it begins! 

 "
"43786",43786,"“I just want to go back [to school] without a mask.”

Dozens of suspended students in LoudounCounty attempted to serve the school board members a stack of notarized affidavits accusing the board of maladministration at a school board meeting on Feb. 8. "
"195255",195255,"‘The Meeting Has Degenerated': 1 Arrest, 1 Injury at Loudoun Schools Meeting on Equity "
"131273",131273,"The Loudoun co case is THE biggest story in the country right now. Or at least it should be.

- school covered up rape for political convenience, kid went on to assault a second girl
- school board refused to hear father’s testimony and lied about there being no cases of assault"
"90637",90637,"A boy in a skirt violently raped a 9th-grade girl in a school bathroom. Loudoun County Superintendent  lied and covered it up. The school board then had the father of the girl arrested. 

All because allowing boys to use the girl's bathroom meant that much to them. "
"113403",113403,"EXPOSED: Loudoun County School Board’s ‘Disgusting’ COVER-UP | The Glenn...  via "
"97301",97301,"AMAZING turnout in Northern Virginia tonight for the next Governor of the Great Commonwealth of Virginia, . 

BIG ANNOUNCEMENT calling for an immediate investigation of the Loudoun County School Board sexual assault coverup. "
"160376",160376,"""They'll never file those petitions."" - Beth Barts.

Loudoun residents ask judge to remove controversial school board member amid battle over critical race theory  FoxNews loudouncounty"
"134402",134402,"Remember the dad who was kicked out of the Loudoun County VA school board meeting a few months ago? This is why he was protesting 👇
His daughter was sexually assaulted in her school bathroom by a male identifying as a girl; school district covered it up 
"
"204852",204852,"The Loudoun County School Board ended debate over the school's critical race theory indoctrination.

Parents responded by belting out the National Anthem.
"
"133533",133533,"Perhaps no better example of the contempt government bureaucrats have for parents and taxpayers than the Loudoun County School Board forcing parents to stand outside in a thunderstorm while they make policy inside. CRT "
"173874",173874,"🆘My Friends &amp;’s too much for teacher Laura Morris.She RESIGNED at Marxist School Board meeting.She calls for an END to TEACHING MARXIST CRITICAL RACE THEORY &amp;TRANSGENDERISM in public school!SEND your CHILD to Private School!✅🇺🇸 "
"152338",152338,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"5878",5878,"'Shame on you': Parents demand resignations, firings at Loudoun Co. school board meeting "
"52226",52226,"  I don't know whether anything will come of it, but school board members in NoVA (Loudoun and Fairfax) are facing recalls. "
"88884",88884,"Email confirms Loudoun County school board knew about alleged sexual assault on day it happened - TheBlaze "
"158803",158803,"Tonight, I spoke before the Loudoun County School Board. 

I was number 56 out of 70 in-person speakers. The majority were against mask mandates &amp; for parental choice in education. 

Ended my speech by saying that I support cameras in classrooms.

Waiting for video."
"135824",135824,"🚨 Our last resort on government schools is here 🧵 

Last night the Loudoun County School Board told concerned parents to go pound sand. The childless leftists are in charge. You don’t get a say. We can do whatever we want to your kids — and we will. /1

"
"110681",110681,"You need to record Mark Levin's show at 11pm EST. 

""We know they Loudoun Co school board) alerted the police to a crime.
We know they covered it up.
We know the parents were never told &amp; we know that the media deliberately participated in this cover up.""

Brent Bozell"
"203973",203973,"Parents protesting against CRT and a transgender policy are arrested after a Loudoun County, Virginia school board meeting was declared an unlawful assembly 
"
"18",18,"Matt Walsh LEVELS Loudoun County School Board: “You Are All Child Abusers”  via "
"58436",58436," Loudoun County Public Schools Warned on 06-08-2021 

“In an interview with  Thursday 06-10-2021, Jolene Grover [14yrs-old 8th Grade], said she worried that LCPS' new rule would lead to girls being harassed and assaulted.”

"
"85668",85668,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"148779",148779,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"56153",56153,"ICYMI: Parents in Loudoun county announced they have enough petition signatures to start the process of removing radical members of the school board. 
"
"29520",29520,"The note was sent to Loudoun County school board member Brenda Sheridan's child. The family read it around Christmas. It threatened death unless Brenda quit.
We documented &gt;200 threats &amp; harassing messages to US school board members   👇  "
"177409",177409,"But his targets are skeptical that's the motivation. 
""We became ripe for the picking for a group of people who want to affect our governor’s race,"" said Loudoun County School Board President ."
"176520",176520,"This teacher is a real life profile in courage. Our country desperately needs more people with her bravery to stand up to the woke mob.

The pro-CRT Loudoun County School Board on the other hand is an absolute disgrace!!!

"
"169419",169419,"Why is FFS soliciting so many folks from outside Loudoun to speak at our school board meetings? This tweeter clearly stated their issue was with a Ffx school. "
"64425",64425,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"190296",190296,"  Sleepy eyes is this manufactured. You pos

"
"194735",194735,"Here’s the scene in Ashburn, VA this afternoon as parents protest against critical race theory before the Loudoun County school board meets. Scott Mineo, founder of  Parents Against CRT, talking to a crowd of about 200: "
"134117",134117,"Agenda for the Louden County School Board's meeting tomorrow below.  It makes no mention of any time reserved to address the two sexual assaults committed by the same boy that have occurred since the board's decision to allow boys into the girls restroom. "
"181832",181832,"Loudoun County School Board Cuts Off Public Comments, Sics Police as Critical Race Theory Criticisms Grow "
"186220",186220,"   You can't imagine it, neither could I.

But that's exactly what's happening. 
"
"61993",61993,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"125143",125143,"These wokesters allowed this to happen 
"
"102065",102065,"NEW: A Loudoun County school board member just announced their resignation."
"80829",80829,"Students at Virginia high schools orchestrated walk-outs to protest sexual assault after their school board allowed an alleged rapist to remain in school. | by   "
"205590",205590,"Parents protesting against CRT and a transgender policy are arrested after a Loudoun County, Virginia school board meeting was declared an unlawful assembly 
"
"154168",154168,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"107909",107909,"This calls for a full investigation of the school, school board, superintendent and Prosecutor:  Loudoun County prosecutor who sought to jail father of girl allegedly raped at school tied to Soros, McAuliffe  FoxNews"
"9158",9158,"The Loudoun chapter of the communist party just called in to support our school board…starting off with a bang"
"122474",122474,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"73206",73206,"The Left wants to turn every school board in America into Loudoun County

Are you just going to let them?"
"76496",76496,"Hours After Loudoun County Students Walk Out of Schools, Parents Take Their Demands to School Board via  "
"58776",58776,"Parent group files petition to remove Loudoun County School Board chair  FoxNews"
"15903",15903,"Loudoun County parent on explosive school board meeting: 'This is an ideology war'  FoxNews 

They should be held accountable for attempting to bury a rape that they knew about!  Vote for "
"14788",14788,"Family Fdn's Cobb emphasized that the work put into school board fights translated to wins for GOP, “We won some and we lost some, but even in places we lost, like Loudoun County, we were subtly building a voting block that could not be reckoned with when it got to November."""
"105597",105597,"Glenn Youngkin: ""I am calling for an immediate investigation into the Loudoun County School Board for their gross negligence."""
"164074",164074,"Kudos to my partner David Warrington, Counsel Stuart McCommas, &amp; support team on HUGE court victory today for 's group seeking to recall a Loudon County school board member. We intervened, got prosecutor disqualified &amp; defeated motion to dismiss! "
"55746",55746,"How a School District Got Caught in Virginia’s Political Maelstrom "
"175776",175776,"Sobbing Loudoun County teacher QUITS at school board meeting in protest over CRT lessons as she accuses them of pushing 'highly-politicized agendas on our most vulnerable constituents - the children'
"
"63185",63185,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"79662",79662,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"130810",130810,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"140720",140720,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"72719",72719,"I'm still listening to the Loudoun County school board meeting.

This is almost funny, but right after they sat there listening to dozens of ppl call them incompetent &amp; corrupt &amp; demand they resign, they just voted 5-1 to change a policy so they can give themselves a pay raise."
"188016",188016,"A lot of parents and residents lining up to recall the Loudoun County School Board. "
"28418",28418,"BREAKING: A Loudoun County Circuit Judge has ruled in favor of parents, enjoining the school board’s mandatory mask policy citing “irreparable harm” to students. The judge also ruled that LCPS must allow parents to opt their kids out of mask mandates IMMEDIATELY."
"35525",35525,"Students whose families oppose masks arrive at a Loudoun County school board meeting carrying baskets full of affidavits.

"
"46948",46948,". and I are joining Loudoun County parents in their lawsuit against the School Board for ignoring Executive Order Two &amp; denying an ""opt out"" option for parents. 

"
"128834",128834,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"202254",202254,"“The Communist regime used the same critical theory to divide people. The only difference is they used class instead of race.” 

—Xi Van Fleet speaking before the Loudoun County school board. 

 "
"114739",114739,"NEW: A Loudoun County school board member just announced their resignation."
"47316",47316,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"87893",87893,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"164115",164115,"I spoke before the Loudoun County School Board about parental choice in education &amp; no mask mandates.

Hope I made you all proud! "
"198437",198437,"A man is detained after a fight broke out during a Loudoun County School Board meeting which included a discussion of Critical Race Theory and transgender students, in Ashburn, Virginia, U.S.  June 22, 2021. Reuters Photo by Evelyn Hockstein ⁦⁩ "
"97503",97503,"🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨Transparency is a must for TRUST! Loudoun County residents, they knew, and they lied to us. You can sign up for the next school board meeting tomorrow at 8am. I will be there, I expect everyone to be there! raisethebar figureitout "
"118072",118072,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"40307",40307,"Loudoun County School Board just got served with a lawsuit at the public hearing! "
"28241",28241,"Loudoun County School Board just got served with a lawsuit at the public hearing! "
"103057",103057,"What happened in Loudoun County, Virginia is shocking and shameful.

Catch my full discussion about the incident and what the school board did with  and  on Verdict:

 "
"104985",104985,"Today I called for an immediate investigation into the Loudoun County School Board for endangering our students and violating the Virginia Constitution. When I’m governor, we’re going to take immediate action in regards to our kids’ safety. Our kids cannot wait. "
"122202",122202,"Loudoun County School Board was arresting parents while protecting a child rapist"
"113650",113650,"""The superintendent of the woke Loudoun County school board has apologized for 'failing' to ensure the safety of students and prevent the alleged rape of a 15-year-old girl by a bøy 'wearing a skirt' in the girls' bathroom."" "
"138689",138689,". SLAMS Loudoun County School Board: “You are predators. I can see why you try to stop us from speaking, you know that your ideas are indefensible. You silence the opposing side because you have no argument.” "
"178673",178673,"I am now officially collecting signatures for the recall of school board members in Loudoun County. And it feels glorious."
"28545",28545,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"20790",20790,"Multiple sources have confirmed that a special grand jury has been convened re: the investigation into the Loudoun County School Board's handling of multiple sexual assaults in LCPS high schools loudoun lcps"
"103323",103323,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"150078",150078,"Conservative commentator  moved to Loudoun County, Va. &amp; slammed the school board () in their meeting, calling them ""child abusers"" &amp; ""predators."" The school board passed a measure in August mandating leftist gender ideology. "
"98360",98360,"What happened in Loudoun County, Virginia is shocking and shameful.

Catch my full discussion about the incident and what the school board did with  and  on Verdict:

 "
"63002",63002,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"86559",86559,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"84106",84106,"NEW: The father of the young girl raped in a Loudoun County school calls for the National School Board Association to retract/apologize for suggesting he was a domestic terrorist. "
"110270",110270,"This calls for a full investigation of the school, school board, superintendent and Prosecutor:  Loudoun County prosecutor who sought to jail father of girl allegedly raped at school tied to Soros, McAuliffe  FoxNews"
"16320",16320,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"44576",44576,"Loudoun County School Board just got served with a lawsuit at the public hearing! "
"52004",52004,"Keep in mind that LCPS school board is making all these speakers wait outside in the cold (including children), even though it's completely unnecessary to do so.

One after another after another seemingly without end, wait to speak anyway."
"193902",193902,"Apparently, Jefferson county is not the only school district who shares this opinion.  
Virginia school board CUTS OFF public comment on transgender policies.  
       "
"2255",2255,"Judge Throws Out Recall Cases Against Loudoun County School Board Members Brenda Sheridan and Atoosa Reaser Due to Lack of Sufficient Evidence (Reaser says, ""What I will tell you is this type of malicious court filing has a chilling effect on democracy"") "
"116900",116900,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"141583",141583,"Victory For Parents As Judge Sides With Loudoun Parents, Against Prosecutor On School Board Recall.
She summoned a mob of vigilantes in a Facebook group who threatened to “hack” opinionated parents. The group included several democrat elected officials.
"
"214740",214740,"Virginia parents torch Loudoun County school board over critical race theory, ‘pornographic’ books in school "
"42991",42991,"Loudoun County students walk out to voice support for victims after the school board was accused of covering up sexual assault "
"58382",58382,"“Resign,” scores of LoudounCounty residents told the local school board on Nov. 9.

Following the VirginiaElection2021 saw a victory for Republicans, Parents told the school board that their fight wasn’t over yet. "
"119866",119866,"Loudoun County School Board was arresting parents while protecting a child rapist"
"132850",132850,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"199998",199998,"BREAKING: Loudoun County judge rules  must reinstate suspended teacher Byron Tanner Cross, who spoke against proposed gender pronoun policy at school board meeting. Judge calls school system's suspension unconstitutional and its handling of situation ""vindictive."""
"40368",40368,"Students whose families oppose masks arrive at a Loudoun County school board meeting carrying baskets full of affidavits.

"
"120335",120335,"Loudoun County School Board was arresting parents while protecting a child rapist"
"144528",144528,"Iranian Christian immigrant goes OFF on woke school board: If you push preferred pronoun mandates then ""I will make you call my kids 'king' and 'queen'""! "
"182185",182185,"Loudoun County, Virginia school board cuts off public comment on transgender policies, two arrested | Just The News "
"78980",78980,"Parents and residents of Loudoun County speaking at tonight’s school board meeting are carrying signs featuring Superintendent Scott Ziegler’s email indicating he was aware of a sexual assault in a school bathroom, contrary to his statements in past meetings "
"85371",85371,"  Loudoun County,VA school board covered up a student's rape &amp; then tried to get parents who complained arrested. This isnt a trumped up culture war issue but rather a valid criticism of how a Virginia school board is conducting their business &amp; what the Governor will do to fix it."
"191032",191032,"                 ""Parents Protesting CRT at Loudoun County School Board Meeting Declared Unlawful Assembly – Sheriff Deputy Makes at Least Two Arrests (VIDEO)"" "
"116508",116508,"Scott Ziegler spoke finally about an
incident, in which the 15-year-old girl told teachers she had been raped by a boy who accessed the girls' bathrooms under the school board's progressive transgender bathroom policy

  via "
"127418",127418,"I hope they crucify Loudoun County Public Schools and school board!!

Loudoun County Update: Family Of Alleged Rape Victim To Sue School District "
"98186",98186,"The first ""action item"" the Loudoun school board took after the scandal broke that LCPS concealed the alleged rape of a 9th grade girl by a boy wearing a skirt was to resolve ""that the Loudoun County School Board designate October as LGBTQ History Month"" "
"161033",161033,"This story is nuts. Remember the man handcuffed &amp; arrested at Loudoun County school board meeting? About the trans policy at the school? Turns out his daughter was raped in the girls locker room by a man who wears a skirt &amp; the school tried to hide it. "
"86475",86475,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"182974",182974,"Looks like it's time to start arresting members of the Loudoun County School Board.

This is extremely illegal behavior - it's called racketeering - and oh... you've been caught red handed.

Beth Barts and Jen Morse belong in prison. "
"102208",102208,"NEW: A Loudoun County school board member just announced their resignation."
"168912",168912,"I spoke before the Loudoun County School Board about parental choice in education &amp; no mask mandates.

Hope I made you all proud! "
"188860",188860,"The only thing  has to do to win Virginia: show up at the next school board meeting in Loudoun County and promise to ban Critical Race Theory across the state."
"204420",204420,"BREAKING: Parent arrested in Loudoun County school board protest over critical race theory  "
"9743",9743,"Virginia Gov. Glenn Youngkin’s attempt to force the entire Loudoun County School Board to face new elections this fall, shortening the terms of most of its members, stunned many state political observers. "
"38350",38350,"BREAKING 🚨🚨 Five Former Attorneys General Call on Mark Herring to Immediately Open an Investigation into the Loudoun County School Board "
"49048",49048,"The Loudoun County Superintendent asked the Sheriff's office for undercover agents to track parents at school board meetings, but the Sheriff refused, saying there wasn't ""any justification"" for such repressive measures.  "
"11209",11209,"A mother told the Loudoun County school board her six-year-old daughter asked her if she was born evil because she is white. "
"147494",147494,"""They'll never file those petitions."" - Beth Barts.

Loudoun residents ask judge to remove controversial school board member amid battle over critical race theory  FoxNews loudouncounty"
"94795",94795,"Loudoun County School Board Member Resigns Following Daily Wire Investigation  "
"184290",184290,"The Loudoun County sheriff’s office declared the school board meeting an unlawful assembly. Everyone told to get out or will be trespassing. Two arrests made CriticalRaceTheory "
"178284",178284,"If you care about your community then fight for it! That’s what we are doing in LoudounCounty collecting signatures in 90° heat to recall the school board. 

LCPS FightForSchools

 "
"9157",9157,"BREAKING: Loudoun County School Board member joins parents,  in calling for Scott Ziegler’s resignation for “withholding information for political gain” to push the transgender policy despite alleged bathroom sex assault 

"
"90639",90639," It's time to throw out all liberal school board members. They do the kind of crap you see in Loudoun County Virginia. Liberals are all lying scum just like you, Commy Tommy."
"53388",53388,"Parents demand resignations of Loudoun County school board over sex assault "
"144383",144383,"American reality:
-Trans boy rapes girl in school bathroom
-Dad arrested at school board meeting for talking about it
-Gag order placed on dad
-Dad used as example of ""domestic terrorism"" by DOJ
-Trans boy allowed back to school
-Promptly rapes again

"
"49410",49410,"BREAKING 🚨🚨 Five Former Attorneys General Call on Mark Herring to Immediately Open an Investigation into the Loudoun County School Board "
"147485",147485,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"19371",19371,"For months we heard about “the fight” in Loudoun Co. VA, parents vs school board.  One bd member resigned &amp; more in recall process. Here is the story of how these brave parents began &amp; cont today.

“It is not left vs right, it is RIGHT vs WRONG.”  🇺🇸👊🏻🇺🇸 "
"47966",47966,"Parents demand resignations of Loudoun County school board over sex assault  "
"136397",136397,"This…is…horrific.

Why does the Biden DOJ label the father of a teen girl sexually assaulted at school a “domestic terrorist”? "
"192355",192355,"Loudoun County, Virginia school board cuts off public comment on transgender policies, two arrested  via "
"120255",120255,"The Loudoun school board member who resigned will be replaced by a person selected by her board colleagues, not voters."
"21232",21232,"For months we heard about “the fight” in Loudoun Co. VA, parents vs school board.  One bd member resigned &amp; more in recall process. Here is the story of how these brave parents began &amp; cont today.

“It is not left vs right, it is RIGHT vs WRONG.”  🇺🇸👊🏻🇺🇸 "
"145940",145940,"Loudoun County residents hold their own school board meeting after district changes speaking rules | Fox News loudouncounty  "
"148510",148510,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"199666",199666,"Public comment shut off, Loudoun County sheriff’s office declares school board meeting an unlawful assembly, arrests two "
"108375",108375,"Youngkin calls for investigation of Loudoun County School Board over sexual assault cover-up | Just The News

"
"38555",38555,"Loudoun dad, “we are the protectors of our children and we outright refuse to coparent with you… I am aggressively calling - and funding - for the prosecution of [the Loudoun County school board]”       "
"9249",9249,"Rep. Wexton has been notably reserved during the high-profile school board meetings in her Loudoun County district. 

Interesting political choice to praise the Biden administration rather than the advocacy of voting moms and dads. "
"187330",187330,"Parents concerned about Critical Race Theory drafted a Bill of Rights calling on Loudoun County to refrain from teaching students that “any race is inherently superior or inferior to any other race”

Can’t believe I actually typed this sentence out in 2021 "
"172407",172407,"VA's Loudoun County School Board voted to immediately allow transgender students access to all school facilities and groups that match their gender identities.

Teachers must now address transgender students by their names and pronouns.

Fresh DemVoice1

"
"133887",133887,"Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assau...
via  "
"172705",172705,"This is incredibly sad. A dedicated young teacher quits in front of the school board in Loudoun County, Virginia, as they vote to put gender ideology ahead of safeguarding vulnerable children. This is where we are heading in the UK unless people stand up to Stonewall brainwashing "
"104145",104145,"Loudoun County School Board was arresting parents while protecting a child rapist"
"187686",187686,"The school board of Virginia's wealthy Loudoun County had planned to hold a routine meeting to close out the school year. 

Instead, it was pandemonium  1/5 "
